experiment,calibrator,position,operating_point,threshold,auc,pr_auc,brier,log_loss,ece_fixed,ece_adaptive,calibration_slope,calibration_intercept,sensitivity,specificity,tn,fp,fn,tp
augment_manh,intercept,post_ensemble,B_calibrated_oof_threshold,0.8717408651350269,0.9560591133004926,0.9461273007571409,0.2243726619277468,1.065107087396619,0.26961197331452474,0.26961358137113717,0.6638200681471356,-3.750034680264106,0.9950738916256158,0.6622222222222223,149,76,1,202
augment_manh,intercept,post_ensemble,C_calibrated_half,0.5,0.9560591133004926,0.9461273007571409,0.2243726619277468,1.065107087396619,0.26961197331452474,0.26961358137113717,0.6638200681471356,-3.750034680264106,0.9950738916256158,0.48444444444444446,109,116,1,202
augment_manh,intercept,pre_ensemble,A_raw_oof_threshold,0.7969589332739512,0.9563218390804599,0.9465247249626166,0.21719471746204635,1.0233027698556596,0.2610524086268879,0.26105439510129436,0.6688657008733435,-3.684471917386289,0.9950738916256158,0.6533333333333333,147,78,1,202
augment_manh,intercept,pre_ensemble,B_calibrated_oof_threshold,0.8717408651350269,0.9563218390804599,0.9465247249626166,0.21719471746204635,1.0233027698556596,0.2610524086268879,0.26105439510129436,0.6688657008733435,-3.684471917386289,0.9950738916256158,0.6755555555555556,152,73,1,202
augment_manh,intercept,pre_ensemble,C_calibrated_half,0.5,0.9563218390804599,0.9465247249626166,0.21719471746204635,1.0233027698556596,0.2610524086268879,0.26105439510129436,0.6688657008733435,-3.684471917386289,0.9950738916256158,0.52,117,108,1,202
augment_manh,platt,post_ensemble,A_raw_oof_threshold,0.7969589332739512,0.9560591133004926,0.9461273007571409,0.2269150939680111,1.1356927056332193,0.2697811065073854,0.2697817574129601,0.6168755897182076,-3.753590806566023,0.9950738916256158,0.6266666666666667,141,84,1,202
augment_manh,platt,post_ensemble,B_calibrated_oof_threshold,0.8846075135312879,0.9560591133004926,0.9461273007571409,0.2269150939680111,1.1356927056332193,0.2697811065073854,0.2697817574129601,0.6168755897182076,-3.753590806566023,0.9950738916256158,0.6622222222222223,149,76,1,202
augment_manh,platt,post_ensemble,C_calibrated_half,0.5,0.9560591133004926,0.9461273007571409,0.2269150939680111,1.1356927056332193,0.2697811065073854,0.2697817574129601,0.6168755897182076,-3.753590806566023,0.9950738916256158,0.48444444444444446,109,116,1,202
augment_manh,platt,pre_ensemble,A_raw_oof_threshold,0.7969589332739512,0.9560591133004925,0.9473853192716429,0.22076615042539033,1.1147725439525518,0.2624824890772184,0.2624868000755952,0.599038612638183,-3.6438678266333255,0.9950738916256158,0.64,144,81,1,202
augment_manh,platt,pre_ensemble,B_calibrated_oof_threshold,0.8846075135312879,0.9560591133004925,0.9473853192716429,0.22076615042539033,1.1147725439525518,0.2624824890772184,0.2624868000755952,0.599038612638183,-3.6438678266333255,0.9950738916256158,0.6711111111111111,151,74,1,202
augment_manh,platt,pre_ensemble,C_calibrated_half,0.5,0.9560591133004925,0.9473853192716429,0.22076615042539033,1.1147725439525518,0.2624824890772184,0.2624868000755952,0.599038612638183,-3.6438678266333255,0.9950738916256158,0.5155555555555555,116,109,1,202
augment_manh,beta,post_ensemble,A_raw_oof_threshold,0.7969589332739512,0.9560591133004926,0.9461273007571409,0.22548468683081865,1.1712995779850743,0.26859130412249754,0.26859160362442325,0.5781997007273437,-3.6811208998469063,0.9950738916256158,0.6266666666666667,141,84,1,202
augment_manh,beta,post_ensemble,B_calibrated_oof_threshold,0.8827401099146968,0.9560591133004926,0.9461273007571409,0.22548468683081865,1.1712995779850743,0.26859130412249754,0.26859160362442325,0.5781997007273437,-3.6811208998469063,0.9950738916256158,0.6622222222222223,149,76,1,202
augment_manh,beta,post_ensemble,C_calibrated_half,0.5,0.9560591133004926,0.9461273007571409,0.22548468683081865,1.1712995779850743,0.26859130412249754,0.26859160362442325,0.5781997007273437,-3.6811208998469063,0.9950738916256158,0.48444444444444446,109,116,1,202
